Unnamed: 0,country,description,points,price,province,taster_name,title,variety,winery
3702,Germany,"Scents of honey and freshly pressed apples waft from this delicate sweet Riesling. Bright, sunny peach flavor dominates the palate, but is pierced with a startling vein of lemon acidity. Finishes a savory with lingering notes of pollen and spice.",91,95.0,Mosel,Anna Lee C. Iijima,Dr. H. Thanisch (Erben Thanisch) 2012 Berncasteler Doctor Auslese Riesling (Mosel),Riesling,Dr. H. Thanisch (Erben Thanisch)
3703,Argentina,"Rubbery, foxy aromas of blueberry, blackberry, cured meats and spice are packed into an ideal whole. This Cab Franc is rich and flush in feel, with good acidity and balance. An herbal, saucy element accents core berry fruit, while the finish is full of coffee, chocolate, grilled meat and jammy berry flavors. Drink through 2020.",91,30.0,Mendoza Province,Michael Schachner,El Enemigo 2012 Cabernet Franc (Mendoza),Cabernet Franc,El Enemigo
3704,US,"Warren Dutton planted the first vineyard block of this Russian River Valley producer, the Pinot a combination of Dijon and Pommard clones. In the hands of new winemaker Jerome Chéry, the wine is exotic in spicy cinnamon and cardamom, earthy and herbal with layers of dark cherry.",91,55.0,California,Virginie Boone,Fog Crest 2012 Estate Bottled Pinot Noir (Russian River Valley),Pinot Noir,Fog Crest
3705,Italy,"Made without adding the customary sweetening dosage, this elegant blend of Chardonnay, Pinot Bianco and Pinot Nero opens with floral aromas of passion fruit, ripe pear and walnut. The subtle palate delivers citrus, Golden Delicious apple and toasted walnut alongside brisk acidity and a fine mousse.",91,45.0,Lombardy,Kerin O’Keefe,Fratelli Berlucchi 2010 Pas Dosé Vintage Sparkling (Franciacorta),Sparkling Blend,Fratelli Berlucchi
3706,Germany,"Smoke and crushed mineral notes open this dry, lusciously textured Riesling. It's slightly savory on the palate, with layers of apple and pear struck by zesty lime and lemon acidity. Powerful and structured, it penetrates long and lean on the finish.",91,42.0,Mosel,Anna Lee C. Iijima,Fritz Haag 2012 Brauneberger Juffer Trocken GG Riesling (Mosel),Riesling,Fritz Haag
3707,US,"Already drinking nicely, this offers generously ripened peach, candied lemon and pineapple fruits. The lush flavors are balanced against fresh, natural acidity, with little or no time in new oak apparent.",91,40.0,Oregon,Paul Gregutt,Evening Land 2012 Seven Springs Vineyard Chardonnay (Eola-Amity Hills),Chardonnay,Evening Land
3708,US,"Perfectly capturing the AVA's signature mix of herb, leaf, wild berry and white pepper in a compelling nose, this rolls into a full midpalate that is flush with tangy pie-cherry fruit. Some tasters may find it pushes a bit too far toward the herbal flavors. The overall balance is lovely.",91,50.0,Oregon,Paul Gregutt,Evening Land 2012 Seven Springs Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Evening Land
3709,Spain,"Initial aromas are oaky and a touch raw, but soon they settle on raspberry and plum. This is a chunky, fruit-forward Mencia with dark berry, raspberry, spice, resiny oak and salty flavors. A full, lively finish is muscular but also fresh and bright. It had only eight months in oak; drink now through 2015.",91,25.0,Northern Spain,Michael Schachner,Gancedo 2012 Mencía (Bierzo),Mencía,Gancedo
3710,Portugal,"Beautifully perfumed, this has ripe blackberry flavors and a relatively dry character. The spirit is now well balanced, giving a backbone to the violet aromas and spicy character of this still-young LBV. It is good to drink now for its fruit, but it will improve and show more complex flavors after 2017–2018.",91,27.0,Port,Roger Voss,Ramos-Pinto 2009 RPLBV Late Bottled Vintage  (Port),Port,Ramos-Pinto
3711,Argentina,"A mixture of coconut, cedar and marzipan scents along with gritty, briary black-fruit aromas precedes a lively palate with weight, power and balance. Flavors of berry, plum and cassis are bold, oaky and chocolaty, while the finish hits hard with mocha, caramel and vanilla notes offset by bright acidity. Drink through 2018.",91,25.0,Mendoza Province,Michael Schachner,Septima 2010 Gran Reserva Red (Mendoza),Red Blend,Septima
3715,Germany,"This Pinot Noir stands out in a flight of German reds for its slightly fleshy, concentrated fruit quality. Bristling with acidity and a delicate layer of tannins, it's delicately structured but elegantly fruity, with hints of dried cherry and plum accented by rose and potpourri notes.",88,55.0,Württemberg,Anna Lee C. Iijima,Grafen Neipperg 2007 Neipperger Schlossberg Spätburgunder (Württemberg),Spätburgunder,Grafen Neipperg
3716,Germany,"A spray of sour cherry acidity and clean, gravelly minerality lend a tonic feel to this crisp, unabashedly cool-climate Pinot Noir. On the palate, delicate black-cherry and plum flavors are bolstered by layers of smoke and caramel that linger on the finish.",88,38.0,Baden,Anna Lee C. Iijima,Huber 2009 Trocken Pinot Noir (Baden),Pinot Noir,Huber
3718,Spain,"Big and forward on the bouquet, this has loud, fiery black-cherry and berry aromas. Like most Lurton wines of Spanish origin, El Albar is chewy and ripe, with a syrupy feel and flavors of blackberry, stewed plum and spice cake. The finish is chocolaty, beefy and concentrated.",88,24.0,Northern Spain,Michael Schachner,François Lurton 2009 El Albar Lurton Barricas Tempranillo (Vino de la Tierra de Castilla y León),Tempranillo,François Lurton
3720,Spain,"Minerally as well as lemony and zesty on the nose, this is nevertheless neither pushy nor intense. The palate offers good acidity and razor-sharp clarity, along with flavors of pineapple and apple. Alert on the finish, this is a firm refresher.",88,12.0,Galicia,Michael Schachner,Pazo Serantellos 2011 Albariño (Rías Baixas),Albariño,Pazo Serantellos
3721,US,"A high-toned whiff of Band-Aid opens into a broadly flavored wine, with notes of black fruits, baking spices and dark threads of charcoal and roasted coffee. Best for drinking over the next 2–3 years.",88,30.0,Washington,Paul Gregutt,Pondera 2009 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Pondera
3722,Portugal,"A ripe wine from the Real Companhia Velha, this shows a rich character, its tannins ripe and generous. It's not a huge wine, but it does show a fine, full-bodied flavor of sweet plum. The final feeling is smooth and opulent.",88,60.0,Port,Roger Voss,Royal Oporto 2009 Vintage  (Port),Port,Royal Oporto
3723,US,"There is a strong underpinning of mineral in this wine, supporting crisply defined flavors of melon, pineapple and citrus peel. A medium-ripe, medium-weight, supremely well-crafted and balanced Roussanne.",88,22.0,Washington,Paul Gregutt,Novelty Hill 2011 Stillwater Creek Vineyard Roussanne (Columbia Valley (WA)),Roussanne,Novelty Hill
3725,France,"Already deliciously fruity, this is a big, ripe, black-fruit-dominated wine. To balance the black currant flavor, there is a fine sense of structure, which offers a dry edge along with final acidity.",88,23.0,Bordeaux,Roger Voss,Château Belgrave 2009 Diane de Belgrave  (Haut-Médoc),Bordeaux-style Red Blend,Château Belgrave
3727,Italy,"Aromas of moist underbrush, violet, red berry and a whiff of espresso lead the way. The simple, somewhat diluted palate delivers fresh strawberry and a note of white pepper with easygoing tannins and bright acidity.",86,22.0,Tuscany,Kerin O’Keefe,Castelgiocondo 2014 Campo ai Sassi  (Rosso di Montalcino),Sangiovese,Castelgiocondo
3728,Spain,"This smells wild and yeasty, like sourdough bread blended with a hot summer field. Flavors of white fruits and melon are briny, while this closes with dry white-fruit flavors and peppery notes.",86,14.0,Catalonia,Michael Schachner,Castillo Rocio NV Gran Brut Sparkling (Cava),Sparkling Blend,Castillo Rocio
3729,France,"Aged in large wood barrels for seven months, the wine is ripe and structured. It also has fine fruitiness, rich tannins and soft acidity. The wine will be better from 2017.",86,20.0,Beaujolais,Roger Voss,Château Gaillard 2015  Beaujolais-Villages,Gamay,Château Gaillard
3730,France,"This entry-level wine from Laurou is spicy and fruity. With a layer of tannins as well as attractive acidity, it is a wine to be drunk young. The aftertaste with its hint of licorice continues the spicy character that comes from the Négrette grape in the blend.",86,12.0,Southwest France,Roger Voss,Château Laurou 2015 Tradition Red (Fronton),Red Blend,Château Laurou
3731,Chile,"Basic plum aromas are woody and limited. This feels medium to full, with crispness and moderate tannins. Dry woody flavors of plum and currant finish with a freshening blast of lifting acidity.",86,12.0,Central Valley,Michael Schachner,Cuna del Sol 2014 Cabernet Sauvignon (Central Valley),Cabernet Sauvignon,Cuna del Sol
3732,US,"Soft and buttery, this medium-bodied Chardonnay smells like lemon meringue and tastes lightly sweet like marshmallows and bananas.",86,10.0,California,Jim Gordon,HandCraft 2014 Artisan Collection Chardonnay (California),Chardonnay,HandCraft
3733,France,"Fresh and lively, this opens with vibrant scents of crisp green apple, white melon and lime. The palate offers riper flavors of pear, guava and nectarine, while brisk acidity keeps the mouthfeel bright and the finish mouthwatering. Drink now.",86,13.0,Languedoc-Roussillon,Lauren Buzzeo,Jadix 2015  Picpoul de Pinet,Picpoul,Jadix
3734,France,"Earthy aromas mingle with mandarin peel on the nose. The palate becomes broader with its earthy notes and grainy texture, with some definition from citrus pith. Drink soon.",86,21.0,Alsace,Anne Krebiehl MW,Joseph Cattin 2015 Gewurztraminer (Alsace),Gewürztraminer,Joseph Cattin
3735,France,"Attractively aromatic, this is a crisp blend of Colombard and Sauvignon Blanc from the same area as many of the Armagnac vineyards. It is fruity with a zesty lemon texture and so light and perfumed. It is ready to drink now.",86,10.0,Southwest France,Roger Voss,Domaine de Ménard 2015 White (Côtes de Gascogne),White Blend,Domaine de Ménard
3736,France,"This attractive, family-owned estate has produced a fruity, crisp and light wine. With its orange-zest acidity, citrus fruits and a tight, mineral character, it is a light wine—bone dry with just a touch of pepper at the end.",86,17.0,Provence,Roger Voss,Domaine Sarragousse 2015 Rosé (Coteaux d'Aix-en-Provence),Rosé,Domaine Sarragousse
3737,Spain,"Aromas of citrus and corn chips are a bit ponderous but do the job in advance of a citrusy, drawn-in palate. Briny grapefruit and orange flavors finish solid but salty.",86,10.0,Catalonia,Michael Schachner,Dominio de la Vega NV Brut Nature Sparkling (Cava),Sparkling Blend,Dominio de la Vega
3738,Greece,"he nose on this Assyrtiko blend is feisty and spicy, followed a combination of tropical fruit, citrus and vanilla spice on the palate. The wine is fuller bodied but brisk on the finish. Appealing overall and a very nice week-day white.",86,23.0,Pangeon,Susan Kostrzewa,Estate Biblia Chora 2015 White (Pangeon),White Blend,Estate Biblia Chora
3739,Portugal,"This blend of this wine is popular in Alentejo with Syrah now part of the repertoire. The wine is warm, with a ripe character and a sunny feel. Its structure and acidity keep the wine balanced. Drink now.",86,12.0,Alentejano,Roger Voss,Falua 2014 Tagus Creek Shiraz-Trincadeira Red (Alentejano),Portuguese Red,Falua
3740,Italy,"The nose is rather shy but eventually reveals aromas suggesting wet underbrush, wild herb, new leather and a hint of woodland berry. The slender palate is rather raw and diluted, offering hints of tart sour cherry and star anise alongside brisk acidity and angular tannins.",86,16.0,Tuscany,Kerin O’Keefe,Fattoria dei Barbi 2014  Rosso di Montalcino,Sangiovese,Fattoria dei Barbi
3741,France,"With a vineyard planted in the traditional Beaujolais style of individual bushes rather than trained on wires, this is a light, soft and fruity wine. It has attractive tannins and fresh red fruits. Drink now.",86,17.0,Beaujolais,Roger Voss,Georges Duboeuf 2015 Château des Vierres  (Beaujolais-Villages),Gamay,Georges Duboeuf
3742,Italy,"Delicate scents of blue flower and red berry lift out of the glass. The slender, easy-drinking palate offers wild cherry and a hint of baking spice alongside soft, fleeting tannins and vibrant acidity.",86,18.0,Tuscany,Kerin O’Keefe,Villa al Cortile 2014  Rosso di Montalcino,Sangiovese,Villa al Cortile
3743,Chile,"Herbal aromas of tomato leaf and earthy plum are a bit green. This feels chunky, with some grab. Herbal plum flavors are like the nose, meaning they lean towards green. Finishing flavors of olive, spice and herbs are common for value-priced Chilean Cabernet.",86,10.0,Curicó Valley,Michael Schachner,Viña Requingua 2014 Puerto Viejo Estate Bottled Single Vineyard Reserve Cabernet Sauvignon (Curicó Valley),Cabernet Sauvignon,Viña Requingua
3744,Italy,"Aromas of weedy underbrush, oak, menthol and a toasted note emerge in the glass. On the lean, one-dimensional palate, suggestions of vanilla and bitter almond accent raw sour cherry.",86,90.0,Tuscany,Kerin O’Keefe,Poggio di Sotto 2013  Rosso di Montalcino,Sangiovese,Poggio di Sotto
3745,US,"The aromas are shy on this bottling, but with patience show gravel and blackberry juice. The mouthfeel is also a bit light, offering dark red and purple fruit alongside asphalt and espresso bean.",86,38.0,California,Matt Kettmann,Pomar Junction 2013 Merlot (Paso Robles),Merlot,Pomar Junction
3746,US,"Winemaker Ray Coursen is a Vietnam Vet, and this wine is made to honor other veterans of foreign wars. Soft, round and approachable on the palate, it's made from a majority of Merlot, with smaller additions of Cabernet Sauvignon, Cabernet Franc and Petit Verdot. Cedar, currant and a sweetness of vanilla fan out on the palate.",86,20.0,California,Virginie Boone,Purple Heart Wines 2013 Red (Napa Valley),Bordeaux-style Red Blend,Purple Heart Wines
3747,Chile,Cherry and raspberry aromas are fragile and sketchy but not broken. This value-priced Cabernet shows a midlevel palate with moderate concentration. Herbal plum and raspberry flavors finish easy.,86,8.0,Central Valley,Michael Schachner,Santa Luz 2014 Alba Cabernet Sauvignon (Central Valley),Cabernet Sauvignon,Santa Luz
